"model"	"Genus"	"estimate"	"std.error"	"statistic"	"p.value"	"p.adj.Bon"
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae UCG-010"	-2.15681246579201	0.463738357691527	-4.65092531169632	2.11664883902968e-05	0.0170390231541889
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-008"	-0.0501886682597592	0.489072790993788	-0.102620037720309	0.918637784794943	1
"Metformin-treated hens: 60 vs 40 weeks"	"Holdemania"	-0.68606233854951	0.26167631949976	-2.6217975698414	0.011290661404951	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-002"	-0.742681008130812	0.423700846589469	-1.75284287040948	0.0852015261740556	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerofilum"	-0.329671637857884	0.452043415556789	-0.729291980620537	0.468917548620132	1
"Metformin-treated hens: 60 vs 40 weeks"	"Veillonella"	-0.471401330614763	0.396724733529146	-1.18823277394711	0.239847414717565	1
"Metformin-treated hens: 60 vs 40 weeks"	"Mycoplasma"	0.0747463811338964	0.335540055963397	0.222764405636418	0.824544102229347	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pseudoflavonifractor"	-1.53121587431261	0.46359107650489	-3.30294509949753	0.00168592227040896	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-004"	0.0957189313585399	0.0907151809214683	1.05515890930542	0.295965787806396	1
"Metformin-treated hens: 60 vs 40 weeks"	"Solobacterium"	-0.160446056854299	0.273831049900718	-0.585930839152359	0.560318868252068	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] brachy group"	-0.39238580235761	0.313104930556084	-1.25320863411739	0.215431373999208	1
"Metformin-treated hens: 60 vs 40 weeks"	"UCG-001"	0.188451444673858	0.398820869275647	0.472521523299748	0.638424263606464	1
"Metformin-treated hens: 60 vs 40 weeks"	"Ruminococcus"	0.295188177481748	0.377224286828979	0.782526968141839	0.437261228282884	1
"Metformin-treated hens: 60 vs 40 weeks"	"Syntrophococcus"	0.192661548941838	0.331412097607491	0.581335293227641	0.563389473876215	1
"Metformin-treated hens: 60 vs 40 weeks"	"S5-A14a"	-1.11968130342947	0.426995864244195	-2.62222985557802	0.0112779710121847	1
"Metformin-treated hens: 60 vs 40 weeks"	"Trueperella"	0.200693846325243	0.454374740484248	0.441692348723774	0.660443626888605	1
"Metformin-treated hens: 60 vs 40 weeks"	"Collinsella"	-0.305809783307502	0.452843755481891	-0.675309705843412	0.502308398718382	1
"Metformin-treated hens: 60 vs 40 weeks"	"Clostridium sensu stricto 2"	0.386819479412253	0.415551113187993	0.93085896568699	0.355994555744691	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Ruminococcus] gnavus group"	-0.23579563500556	0.501997215759664	-0.469715025508128	0.640415655772017	1
"Metformin-treated hens: 60 vs 40 weeks"	"Aliicoccus"	-0.563662886382589	0.411466611613271	-1.36988730184592	0.176288822414266	1
"Metformin-treated hens: 60 vs 40 weeks"	"Cellulosilyticum"	-0.501478900128515	0.322047102069232	-1.55716010765627	0.125168571976941	1
"Metformin-treated hens: 60 vs 40 weeks"	"Mucispirillum"	-0.767695082506358	0.35370688068893	-2.17042733523047	0.0343093068740667	1
"Metformin-treated hens: 60 vs 40 weeks"	"Oceanivirga"	0.0256354972732128	0.331136100296871	0.0774168000717227	0.938572928181241	1
"Metformin-treated hens: 60 vs 40 weeks"	"Leucobacter"	0.277230129931603	0.262737799479032	1.05515890930543	0.29596578780639	1
"Metformin-treated hens: 60 vs 40 weeks"	"U29-B03"	0.479380067557206	0.290134899657428	1.65226612904282	0.104178664837059	1
"Metformin-treated hens: 60 vs 40 weeks"	"Rikenella"	-1.10337060898928	0.34155921402473	-3.23039333645202	0.00208860966454985	1
"Metformin-treated hens: 60 vs 40 weeks"	"Oscillospira"	-0.589184480222975	0.4347007336878	-1.35537953944684	0.180836860363717	1
"Metformin-treated hens: 60 vs 40 weeks"	"Ralstonia"	0.268155623202308	0.373870906105495	0.717241215679519	0.476260452887699	1
"Metformin-treated hens: 60 vs 40 weeks"	"Paludicola"	-0.560906967169584	0.39870737820808	-1.40681361275651	0.165108406516224	1
"Metformin-treated hens: 60 vs 40 weeks"	"Butyrivibrio"	0.0516235790506274	0.279320334964646	0.184818549129842	0.854051185105711	1
"Metformin-treated hens: 60 vs 40 weeks"	"Avibacterium"	0.740731923095557	0.41464972178359	1.78640400362345	0.0795461320801172	1
"Metformin-treated hens: 60 vs 40 weeks"	"Schwartzia"	0.637050877654233	0.339342146529291	1.87731139255714	0.0657828173182455	1
"Metformin-treated hens: 60 vs 40 weeks"	"Caulobacter"	0.235800821718534	0.365588084780692	0.644990445626766	0.521614845007096	1
"Metformin-treated hens: 60 vs 40 weeks"	"Synergistes"	-0.103857212467461	0.356345917133945	-0.291450546993143	0.771803159651171	1
"Metformin-treated hens: 60 vs 40 weeks"	"Psychrobacter"	0.994490723269025	0.367714339923149	2.70451982774691	0.00908625168037924	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnobacterium"	0.733485287804884	0.292317973078829	2.50920352272382	0.0150755668737753	1
"Metformin-treated hens: 60 vs 40 weeks"	"Frisingicoccus"	-0.752346266582553	0.386846792925469	-1.94481712228516	0.0569170990384849	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae UCG-004"	0.232305272157619	0.296356680288028	0.783870543872477	0.436478954154659	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerostipes"	-0.0603634872427369	0.403410684296325	-0.14963284214455	0.8816016558794	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae UCG-001"	0.342644261533571	0.292299178321591	1.17223819615596	0.246154085242502	1
"Metformin-treated hens: 60 vs 40 weeks"	"Catonella"	0.0122690719741098	0.258738201101437	0.0474188655632641	0.962351161971134	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Anaerorhabdus] furcosa group"	0.126876239773608	0.32275320597493	0.393106055725634	0.695760775766398	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] ventriosum group"	-0.574567099995477	0.420843490392118	-1.36527500867396	0.177725134378988	1
"Metformin-treated hens: 60 vs 40 weeks"	"SP3-e08"	-0.0810182644350003	0.288835524614673	-0.280499653022544	0.78014660688599	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae UCG-001"	0.277482149185171	0.383389126752939	0.723761134112665	0.472279649513852	1
"Metformin-treated hens: 60 vs 40 weeks"	"Jeotgalibaca"	-0.641336657560945	0.359130290591075	-1.78580496929234	0.0796442580063425	1
"Metformin-treated hens: 60 vs 40 weeks"	"Caproiciproducens"	-0.0816230083861919	0.356424645306225	-0.229004950867146	0.819714492415251	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae NK3B31 group"	-0.424098527533142	0.346372779667159	-1.22439912264662	0.2260204300037	1
"Metformin-treated hens: 60 vs 40 weeks"	"Coprococcus"	-0.0116252413052596	0.340763489017624	-0.0341152784260239	0.972908736673298	1
"Metformin-treated hens: 60 vs 40 weeks"	"Succinatimonas"	-0.57280279528206	0.272497613968292	-2.10204701223077	0.0401421279820554	1
"Metformin-treated hens: 60 vs 40 weeks"	"Halomonas"	-0.490722567510807	0.345091841469519	-1.42200570555694	0.160671002512455	1
"Metformin-treated hens: 60 vs 40 weeks"	"Dielma"	-0.603299195158104	0.307059865818101	-1.96476082457318	0.054501651960261	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae YAB2003 group"	0.0918336470953243	0.294498141487889	0.311830990278426	0.756348031702377	1
"Metformin-treated hens: 60 vs 40 weeks"	"Atopobium"	0.300890898023152	0.288477145618778	1.04303201342951	0.301496498932876	1
"Metformin-treated hens: 60 vs 40 weeks"	"Selenomonas"	0.808499156631115	0.284825435895098	2.83857779095575	0.00633654398054341	1
"Metformin-treated hens: 60 vs 40 weeks"	"FD2005"	0.201000816067654	0.214600663502354	0.936627188319244	0.353045029731988	1
"Metformin-treated hens: 60 vs 40 weeks"	"Glutamicibacter"	0.291076568790893	0.396033190165997	0.734980239077661	0.465473996376879	1
"Metformin-treated hens: 60 vs 40 weeks"	"Macrococcus"	-0.138915465195613	0.347177323103409	-0.400128280136074	0.690611925679645	1
"Metformin-treated hens: 60 vs 40 weeks"	"Faecalitalea"	-0.503604140574985	0.387301017344783	-1.30029129287483	0.198923703548599	1
"Metformin-treated hens: 60 vs 40 weeks"	"Howardella"	0.150321524290447	0.262785741181437	0.572030748756112	0.569631899625086	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pseudoramibacter"	0.174828365907006	0.251508728842826	0.695118482413629	0.48990752292622	1
"Metformin-treated hens: 60 vs 40 weeks"	"CAG-352"	0.00742633921230848	0.188861197781801	0.0393216780340894	0.968776311325455	1
"Metformin-treated hens: 60 vs 40 weeks"	"Tyzzerella"	0.491983317488799	0.332433484483375	1.47994513324485	0.144593544001661	1
"Metformin-treated hens: 60 vs 40 weeks"	"Candidatus Soleaferrea"	-0.051793375605804	0.329640607379007	-0.157120738302288	0.875725072837124	1
"Metformin-treated hens: 60 vs 40 weeks"	"Cutibacterium"	-0.382091916554734	0.273754427234749	-1.39574698540705	0.168400057437409	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-007"	-0.0119271800115088	0.281266299234714	-0.0424052936450651	0.966329181668635	1
"Metformin-treated hens: 60 vs 40 weeks"	"Filifactor"	-0.275494107356964	0.315367349805846	-0.8735657243103	0.386153093148465	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerococcus"	-0.323130960286788	0.286198885994273	-1.12904338940458	0.263780053692675	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lawsonella"	-0.335267369512026	0.246869010311842	-1.35807799078759	0.179984212611177	1
"Metformin-treated hens: 60 vs 40 weeks"	"Ureaplasma"	-0.00767282381036222	0.296895844016502	-0.0258434867479511	0.979475717109601	1
"Metformin-treated hens: 60 vs 40 weeks"	"Helicobacter"	-0.270998228560153	0.289426635893715	-0.936327880546801	0.353197686222289	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae UCG-003"	0.150850408377996	0.19351762765216	0.779517660526221	0.439016352176182	1
"Metformin-treated hens: 60 vs 40 weeks"	"Nosocomiicoccus"	-0.235294759235087	0.272216849545981	-0.864365154572634	0.391141556930476	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae NC2004 group"	-0.151781511676505	0.325756634101762	-0.465935289683434	0.643101831092466	1
"Metformin-treated hens: 60 vs 40 weeks"	"Eubacterium"	0.308948424502517	0.313569040231484	0.98526443897154	0.328808800270442	1
"Metformin-treated hens: 60 vs 40 weeks"	"Flaviflexus"	0.273719899286234	0.32396306786968	0.844910813711467	0.401821144176722	1
"Metformin-treated hens: 60 vs 40 weeks"	"Kaistia"	-0.304228179717027	0.22437811995544	-1.35587275522874	0.180680785937611	1
"Metformin-treated hens: 60 vs 40 weeks"	"Aerosphaera"	-0.339200155580006	0.295742961535726	-1.14694244562446	0.256370494183776	1
"Metformin-treated hens: 60 vs 40 weeks"	"Nitrospirillum"	-0.308484308363274	0.226233218205532	-1.36356769713198	0.178259071787794	1
"Metformin-treated hens: 60 vs 40 weeks"	"Tissierella"	0.0685664939525642	0.291173515407824	0.235483278266323	0.814708285243613	1
"Metformin-treated hens: 60 vs 40 weeks"	"Dietzia"	-0.230196019788843	0.308635170803177	-0.745851547604868	0.45893307182578	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae AC2044 group"	0.11792724110114	0.111762541225917	1.05515890930542	0.295965787806395	1
"Metformin-treated hens: 60 vs 40 weeks"	"Nocardiopsis"	-0.286407467040689	0.275797321571268	-1.03847080678294	0.303594912664685	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] ruminantium group"	0.167138033223691	0.239546211632805	0.697727724786119	0.488286765147	1
"Metformin-treated hens: 60 vs 40 weeks"	"CHKCI001"	-0.578594876755194	0.316563452471421	-1.82773744801583	0.0730153147518199	1
"Metformin-treated hens: 60 vs 40 weeks"	"Limnohabitans"	-0.299278944878445	0.220619321168689	-1.35654004958891	0.180469789274395	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anoxybacillus"	-0.103611694560425	0.275449946454263	-0.376154346349198	0.708249271210373	1
"Metformin-treated hens: 60 vs 40 weeks"	"Elusimicrobium"	-0.617688745695341	0.248267576904687	-2.48799602991445	0.0159055444221064	1
"Metformin-treated hens: 60 vs 40 weeks"	"Coriobacteriaceae UCG-002"	-0.147676276096903	0.267618577380707	-0.551816236160701	0.583309546007543	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bogoriella"	-0.455272620669053	0.281572458134158	-1.61689329874776	0.1116232312391	1
"Metformin-treated hens: 60 vs 40 weeks"	"Kocuria"	0.128591219036007	0.211663602556188	0.607526364868855	0.546001950072274	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerofustis"	-0.249448026090723	0.273476643695684	-0.912136490779449	0.365677741519637	1
"Metformin-treated hens: 60 vs 40 weeks"	"Methylobacterium-Methylorubrum"	-0.416756545232441	0.218763424751279	-1.9050558643716	0.0620065710130511	1
"Metformin-treated hens: 60 vs 40 weeks"	"Alkalibacterium"	-0.365488296705902	0.225398510155705	-1.62152046370415	0.110625532316643	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerovorax"	0.230970763567059	0.121608342737787	1.89930031416579	0.0627744334752783	1
"Metformin-treated hens: 60 vs 40 weeks"	"Klebsiella"	-0.301591709805106	0.22154189217651	-1.36133038696274	0.178960614357562	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bradyrhizobium"	-0.429801251364255	0.258641267927011	-1.66176594635913	0.102249857775726	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lysinibacillus"	-0.0400792526934939	0.259115605676692	-0.154677108655132	0.87764210307374	1
"Metformin-treated hens: 60 vs 40 weeks"	"Candidatus Saccharimonas"	0.259562004481675	0.219059130895775	1.18489470591925	0.241153860436625	1
"Metformin-treated hens: 60 vs 40 weeks"	"Odoribacter"	-0.214859688593525	0.215043991609372	-0.999142952032895	0.322101112744803	1
"Metformin-treated hens: 60 vs 40 weeks"	"Treponema"	0.406223578888405	0.274764796678725	1.47844113874381	0.144994251663701	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerovibrio"	0.1807793598607	0.171329037044952	1.05515890930543	0.295965787806391	1
"Metformin-treated hens: 60 vs 40 weeks"	"Enteractinococcus"	-0.279979616259162	0.173407486962598	-1.61457628596826	0.112125554244367	1
"Metformin-treated hens: 60 vs 40 weeks"	"Bergeyella"	0.227861427857561	0.250457308308821	0.909781508857394	0.366907582248338	1
"Metformin-treated hens: 60 vs 40 weeks"	"Prevotellaceae Ga6A1 group"	0.1765303111806	0.154401012904065	1.1433235304634	0.257856491454405	1
"Metformin-treated hens: 60 vs 40 weeks"	"Ignatzschineria"	-0.207571745360669	0.218998649685024	-0.947822032963267	0.347366110549149	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pyramidobacter"	-0.0299403961160783	0.200188847585709	-0.149560759638519	0.881658260130577	1
"Metformin-treated hens: 60 vs 40 weeks"	"Enterorhabdus"	0.12913836303475	0.122387596688879	1.05515890930542	0.295965787806392	1
"Metformin-treated hens: 60 vs 40 weeks"	"Acidaminococcus"	-0.0744428843479579	0.0785409937298235	-0.947822032963285	0.34736611054914	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] cellulosolvens group"	0.37621784113624	0.201982745301358	1.86262366409033	0.0678595981478287	1
"Metformin-treated hens: 60 vs 40 weeks"	"Papillibacter"	-0.106856161914213	0.187634055429641	-0.569492364643163	0.571340772956442	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerotruncus"	-0.0980849544622629	0.200227547626251	-0.489867431455289	0.626176065241902	1
"Metformin-treated hens: 60 vs 40 weeks"	"Fretibacterium"	-0.181245235239167	0.133367350775929	-1.3589925434125	0.179695932736772	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] saphenum group"	0.0398291057595837	0.170232073873779	0.233969456244278	0.815877422248556	1
"Metformin-treated hens: 60 vs 40 weeks"	"Anaerostignum"	-0.177625117099292	0.239857118722508	-0.74054552996106	0.462118904707351	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospira"	0.0357036125116336	0.201846129500418	0.176885296735698	0.86024826289177	1
"Metformin-treated hens: 60 vs 40 weeks"	"Haemophilus"	0.193387532288848	0.183278111555869	1.05515890930542	0.295965787806391	1
"Metformin-treated hens: 60 vs 40 weeks"	"Pseudogracilibacillus"	-0.393593181738857	0.201195261059146	-1.9562746143566	0.055518495049189	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae UCG-002"	0.219873681257751	0.144634896881996	1.52019800198801	0.134189657868924	1
"Metformin-treated hens: 60 vs 40 weeks"	"Mailhella"	-0.132510422483364	0.22433975458387	-0.590668482851641	0.557162063956838	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] siraeum group"	0.152547401106172	0.144572916705589	1.05515890930542	0.295965787806395	1
"Metformin-treated hens: 60 vs 40 weeks"	"Arcanobacterium"	0.328374920376332	0.172829734398992	1.89999088709036	0.0626818779883143	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae FCS020 group"	-0.55690331980729	0.184670070282229	-3.01566636627247	0.00387604535965176	1
"Metformin-treated hens: 60 vs 40 weeks"	"V9D2013 group"	-0.0842177973150327	0.163835496246812	-0.51403877208735	0.609284120123802	1
"Metformin-treated hens: 60 vs 40 weeks"	"Lachnospiraceae UCG-008"	0.101105787025055	0.0958204362711693	1.05515890930541	0.295965787806398	1
"Metformin-treated hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-008"	0.186868356184652	0.125123231455733	1.49347450517823	0.141028019116892	1
"Metformin-treated hens: 60 vs 40 weeks"	"[Eubacterium] oxidoreducens group"	0.122777553088625	0.116359300960123	1.05515890930542	0.295965787806395	1
"Metformin-treated hens: 60 vs 40 weeks"	"Millisia"	0.0908183769688242	0.0860708052293359	1.05515890930541	0.295965787806399	1
"0 mg/kg hens: 60 vs 40 weeks"	"Lactobacillus"	-0.242997909867607	0.128700785131632	-1.88808412954959	0.0762039354678385	1
"0 mg/kg hens: 60 vs 40 weeks"	"Ligilactobacillus"	0.0347977453223544	0.110419177114994	0.315142226482225	0.756489118995206	1
"0 mg/kg hens: 60 vs 40 weeks"	"Romboutsia"	0.368023540138411	0.234615370742	1.56862501793677	0.135159980506531	1
"0 mg/kg hens: 60 vs 40 weeks"	"Limosilactobacillus"	-1.03320018200067	0.20085544315649	-5.14399891665216	8.1163369120291e-05	0.0653365121418343
"0 mg/kg hens: 60 vs 40 weeks"	"Herbaspirillum"	-3.62412852355953	1.35302663100506	-2.67853450960344	0.0158698093364675	1
"0 mg/kg hens: 60 vs 40 weeks"	"Corynebacterium"	-0.306809324890807	0.284326396828066	-1.07907436071205	0.295627572659092	1
"0 mg/kg hens: 60 vs 40 weeks"	"Peptoniphilus"	-0.0137122625504903	0.196310081511589	-0.0698500171000177	0.945128125793459	1
"0 mg/kg hens: 60 vs 40 weeks"	"Actinomyces"	-0.0563392633581357	0.214942508326643	-0.262113175270655	0.796383849933332	1
"0 mg/kg hens: 60 vs 40 weeks"	"Gallibacterium"	0.866279747009399	0.326062280666049	2.65679227060501	0.0166045195208033	1
"0 mg/kg hens: 60 vs 40 weeks"	"HT002"	-0.179863367399769	0.229118938994359	-0.78502182398897	0.443244083040757	1
"0 mg/kg hens: 60 vs 40 weeks"	"Bacteroides"	0.00165306494205997	0.437914912190943	0.00377485419208376	0.99703205304223	1
"0 mg/kg hens: 60 vs 40 weeks"	"Aeriscardovia"	-0.436227273920452	0.264451991800485	-1.64955185608722	0.117388428510781	1
"0 mg/kg hens: 60 vs 40 weeks"	"[Ruminococcus] torques group"	-0.148345193764213	0.226584081019746	-0.654702630019649	0.521419648163581	1
"0 mg/kg hens: 60 vs 40 weeks"	"Turicibacter"	1.52806792576752	0.74996465020959	2.03751993556027	0.057473391923515	1
"0 mg/kg hens: 60 vs 40 weeks"	"Escherichia-Shigella"	0.631084763765679	0.655109512007603	0.963327126531412	0.348887319555807	1
"0 mg/kg hens: 60 vs 40 weeks"	"Enterococcus"	0.495425057032245	0.434047451931882	1.14140759225099	0.269524209704055	1
"0 mg/kg hens: 60 vs 40 weeks"	"Helcococcus"	-0.0354114787552448	0.197324812996891	-0.179457809777845	0.859699828948765	1
"0 mg/kg hens: 60 vs 40 weeks"	"Gallicola"	0.314623488482414	0.20926290885027	1.50348425438132	0.151064217970204	1
"0 mg/kg hens: 60 vs 40 weeks"	"Streptococcus"	0.823055601394232	0.859055409800631	0.958093729466469	0.351444094094368	1
"0 mg/kg hens: 60 vs 40 weeks"	"Blautia"	-0.066811321231773	0.247449568392543	-0.269999748497385	0.790410706847056	1
"0 mg/kg hens: 60 vs 40 weeks"	"Erysipelatoclostridium"	-0.219541772642852	0.193510191291257	-1.13452305110078	0.272319895930588	1
"0 mg/kg hens: 60 vs 40 weeks"	"W5053"	0.0177989441567803	0.241777241392419	0.0736171198507951	0.942174324220977	1
"0 mg/kg hens: 60 vs 40 weeks"	"Clostridium sensu stricto 1"	0.41728034779227	0.234133315618253	1.78223396653483	0.0925797591934921	1
"0 mg/kg hens: 60 vs 40 weeks"	"Bacillus"	2.76382296214902	1.31537519382237	2.10116700932879	0.0508448534675379	1
"0 mg/kg hens: 60 vs 40 weeks"	"Staphylococcus"	2.7224386969909	1.29596037845304	2.10071136606863	0.0508897230540091	1
"0 mg/kg hens: 60 vs 40 weeks"	"Listeria"	2.39775936227506	1.34053992475448	1.78865195880996	0.0915052855960132	1
"0 mg/kg hens: 60 vs 40 weeks"	"Brevibacterium"	-0.636036134031295	0.436466457581122	-1.45723943497555	0.163274694126728	1
"0 mg/kg hens: 60 vs 40 weeks"	"Peptococcus"	-0.246027007567185	0.277401868572469	-0.886897441726902	0.387509251611766	1
"0 mg/kg hens: 60 vs 40 weeks"	"Salmonella"	2.61866649432243	1.24476639012592	2.1037413245529	0.0505920244193406	1
"0 mg/kg hens: 60 vs 40 weeks"	"Subdoligranulum"	-0.284170565177714	0.233728417971052	-1.21581520828549	0.240669597553975	1
"0 mg/kg hens: 60 vs 40 weeks"	"Faecalibacterium"	0.531603805249849	0.742181616125875	0.716271858126553	0.483547822915709	1
"0 mg/kg hens: 60 vs 40 weeks"	"Bifidobacterium"	-0.490442050728959	0.295403946676426	-1.66024203889927	0.115197026345096	1
"0 mg/kg hens: 60 vs 40 weeks"	"Alistipes"	-0.330974094943695	0.478740465058505	-0.691343471254822	0.498682872434043	1
"0 mg/kg hens: 60 vs 40 weeks"	"Phascolarctobacterium"	-0.181161272671878	0.396081138802803	-0.457384245105579	0.653186032668131	1
"0 mg/kg hens: 60 vs 40 weeks"	"Rikenellaceae RC9 gut group"	0.162721333389568	0.423124520893901	0.384570795012778	0.705323843323579	1
"0 mg/kg hens: 60 vs 40 weeks"	"CAG-56"	0.306163470903643	0.717674562595873	0.426604880346087	0.675020462379943	1
"0 mg/kg hens: 60 vs 40 weeks"	"Dorea"	-0.236509605133344	0.291263776897349	-0.812011736072136	0.428009406315693	1
"0 mg/kg hens: 60 vs 40 weeks"	"Intestinimonas"	-0.291705210283308	0.286849951375237	-1.01692612770124	0.323443910188718	1
"0 mg/kg hens: 60 vs 40 weeks"	"UCG-005"	-0.104340941360626	0.230954011425072	-0.451782329810181	0.657136672315759	1
"0 mg/kg hens: 60 vs 40 weeks"	"Megamonas"	0.0419628822267663	0.34793480172395	0.12060559052687	0.905417426041867	1
"0 mg/kg hens: 60 vs 40 weeks"	"Incertae Sedis"	-0.265482591294649	0.277045451857447	-0.958263669425813	0.351360867170392	1
"0 mg/kg hens: 60 vs 40 weeks"	"Butyricicoccus"	0.574527034372328	0.673165161297962	0.853471135173655	0.405263724486854	1
"0 mg/kg hens: 60 vs 40 weeks"	"Succiniclasticum"	-0.711570205497117	1.24086370474056	-0.573447513033584	0.573850264607151	1
"0 mg/kg hens: 60 vs 40 weeks"	"Sellimonas"	-0.0170215626687217	0.267658998544989	-0.0635942103992468	0.950035127232515	1
"0 mg/kg hens: 60 vs 40 weeks"	"UCG-007"	-0.559387279685063	0.338208876285735	-1.65396983612123	0.116478490236521	1
"0 mg/kg hens: 60 vs 40 weeks"	"[Eubacterium] hallii group"	-0.248976831153845	0.317082983697421	-0.785210320183668	0.443136524760014	1
"0 mg/kg hens: 60 vs 40 weeks"	"Varibaculum"	-0.298851388959533	0.299609470111986	-0.997469769055801	0.332523603896225	1
"0 mg/kg hens: 60 vs 40 weeks"	"Terrisporobacter"	0.371943449751554	0.245051127216992	1.51781978714262	0.147436503302881	1
"0 mg/kg hens: 60 vs 40 weeks"	"Pseudomonas"	2.34021263539731	1.11224665116084	2.10404107124516	0.050562660332653	1
"0 mg/kg hens: 60 vs 40 weeks"	"Olsenella"	-1.53229470183317	0.874058707463916	-1.75307984320542	0.0976006277099788	1
"0 mg/kg hens: 60 vs 40 weeks"	"Colidextribacter"	0.39298446553136	0.661335156886244	0.594228904118215	0.56018463161622	1
"0 mg/kg hens: 60 vs 40 weeks"	"Faecalicoccus"	-0.296270348708598	0.377100505615721	-0.785653544072698	0.442883679766571	1
"0 mg/kg hens: 60 vs 40 weeks"	"Jeotgalicoccus"	-0.388103006072347	1.2616869865344	-0.307606411268764	0.762118464939932	1
"0 mg/kg hens: 60 vs 40 weeks"	"Acinetobacter"	-0.227268955983859	0.573322862625469	-0.396406581351223	0.696736681429326	1
"0 mg/kg hens: 60 vs 40 weeks"	"Christensenellaceae R-7 group"	-0.18058756315938	1.48098220963215	-0.121937699173466	0.904378183964011	1
"0 mg/kg hens: 60 vs 40 weeks"	"Lachnospiraceae XPB1014 group"	-0.471367934084204	1.37943344855731	-0.341711254411866	0.736755845822183	1
"0 mg/kg hens: 60 vs 40 weeks"	"GCA-900066575"	0.0572357087296853	0.377019875435243	0.151810852580678	0.881123185221396	1
"0 mg/kg hens: 60 vs 40 weeks"	"Fournierella"	0.942249391375958	1.25503633757883	0.75077458967739	0.463054653494497	1
"0 mg/kg hens: 60 vs 40 weeks"	"Asinibacterium"	0.193622611267361	0.269616483904586	0.718140851268877	0.482424121312454	1
"0 mg/kg hens: 60 vs 40 weeks"	"Fusobacterium"	-0.330538133805575	0.447903916607495	-0.737966607457087	0.470599885239172	1
"0 mg/kg hens: 60 vs 40 weeks"	"Negativibacillus"	0.235224607931805	0.66024538386577	0.356268462726015	0.726022661506207	1
"0 mg/kg hens: 60 vs 40 weeks"	"Megasphaera"	-0.249037848474532	0.45061070933928	-0.552667398517205	0.58768524691598	1
"0 mg/kg hens: 60 vs 40 weeks"	"Anaerosporobacter"	-0.0176385755031189	0.183387637185945	-0.0961819224773279	0.92450084652404	1
"0 mg/kg hens: 60 vs 40 weeks"	"Porphyromonas"	0.371611911942656	0.277768210517461	1.33784896137096	0.198568475181304	1
"0 mg/kg hens: 60 vs 40 weeks"	"Pygmaiobacter"	-0.255451524083103	0.369650338221302	-0.691062600706102	0.498854952764531	1
"0 mg/kg hens: 60 vs 40 weeks"	"Lachnospiraceae NK3A20 group"	-0.255458322410512	0.259104286730713	-0.985928583559134	0.337993601415035	1
"0 mg/kg hens: 60 vs 40 weeks"	"Acholeplasma"	0.203093834819209	0.192041050647095	1.05755427881107	0.305055771443438	1
"0 mg/kg hens: 60 vs 40 weeks"	"Facklamia"	0.090383768152839	0.721247112467881	0.12531595148239	0.901743451761047	1
"0 mg/kg hens: 60 vs 40 weeks"	"Erysipelotrichaceae UCG-006"	-0.837941447401001	1.39331541610734	-0.601401116871332	0.555508445762019	1
